redirect_id,original_redirect_id,old_url,url_input_id,is_input_element,current_url,suffix,template,record_name,handler,record_id,page_number,row_index,url_index,parsed_at,method
page_1_879_url_6,879,/yistivna-pudra-kamasutra-honey-dust-raspberry-kiss/,20881,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,6,2025-08-20T22:24:23.100911,super_optimized_evaluate_all_with_inputs
page_1_879_url_7,879,/stymulyruiushchyi-oralnyi-hel-oral-optimizer-blowjob-gel-strawberry-50-ml/,20892,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,7,2025-08-20T22:24:23.100913,super_optimized_evaluate_all_with_inputs
page_1_879_url_8,879,/sedobnyi-lubrykant-30-ml-wet-so-vkusom-klubnyky/,20977,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,8,2025-08-20T22:24:23.100914,super_optimized_evaluate_all_with_inputs
page_1_879_url_9,879,/sedobnyi-lubrykantwet-flavoredtropicalfruitexplosion-vkus-tropyk89-ml/,20980,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,9,2025-08-20T22:24:23.100915,super_optimized_evaluate_all_with_inputs
page_1_879_url_10,879,/stymulyruiushchyi-oralnyi-hel-oral-optimizer-blowjob-gel-pepermint-50-ml/,20988,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,10,2025-08-20T22:24:23.100917,super_optimized_evaluate_all_with_inputs
page_1_879_url_11,879,/sedobnyi-hel-lubrykant-egzo-aroma-gel-apelsyn-50-ml/,21005,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,11,2025-08-20T22:24:23.100918,super_optimized_evaluate_all_with_inputs
page_1_879_url_12,879,/yistivnyi-lubrykant-zi-smakom-karameli-wicked-aqua-60ml/,21007,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,12,2025-08-20T22:24:23.100919,super_optimized_evaluate_all_with_inputs
page_1_879_url_13,879,/lubrykant-oralnyi-so-vkusom-arbuza-wet-turn-on-na-vodnoi-osnove-178-ml/,21020,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,13,2025-08-20T22:24:23.100921,super_optimized_evaluate_all_with_inputs
page_1_879_url_14,879,/sohrevaiushchyi-lubrykant-na-vodnoi-osnove-hot-bio-lubricant-warming-100-ml/,21025,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,14,2025-08-20T22:24:23.100922,super_optimized_evaluate_all_with_inputs
page_1_879_url_15,879,/sedobnyi-lubrykantwet-whippedcream-so-vkusom-slyvok-89-ml/,21054,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,15,2025-08-20T22:24:23.100923,super_optimized_evaluate_all_with_inputs
page_1_879_url_16,879,/sedobnyi-lubrykant-na-vodnoi-osnove-superglide-raspberry-75-ml/,21064,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,16,2025-08-20T22:24:23.100924,super_optimized_evaluate_all_with_inputs
page_1_879_url_17,879,/sedobnoe-maslo-dlia-tela-shiatsu-zelenyi-chai-y-mandaryn-75ml/,21088,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,17,2025-08-20T22:24:23.100926,super_optimized_evaluate_all_with_inputs
page_1_879_url_18,879,/yistivnyi-hel-lubrykant-egzo-aroma-gel-vanilne-morozyvo-50-ml/,21108,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,18,2025-08-20T22:24:23.100927,super_optimized_evaluate_all_with_inputs
page_1_879_url_19,879,/sedobnyi-lubrykant-4-v-1-wet-warming-desserts-slow-baked-hazelnut-so-vkusom-sufle-y-orekha-30-ml/,21118,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,19,2025-08-20T22:24:23.100929,super_optimized_evaluate_all_with_inputs
page_1_879_url_20,879,/sedobnyi-lubrykant-so-vkusom-vanyly-wicked-aqua-60ml/,21140,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,20,2025-08-20T22:24:23.100930,super_optimized_evaluate_all_with_inputs
page_1_879_url_21,879,/sprei-dlia-oralnoho-seksu-orgie-wow/item/blesk-dlya-gub-dlya-oralnogo-seksa-s-effektom-vibraczii-sexy-vibe-orgie-21340/,21149,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,21,2025-08-20T22:24:23.100931,super_optimized_evaluate_all_with_inputs
page_1_879_url_22,879,/oralni,24817,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,22,2025-08-20T22:24:23.100933,super_optimized_evaluate_all_with_inputs
page_1_879_url_23,879,/sedobnyi-lubrykant-na-vodnoi-osnove-hot-superglide-sochnyi-ananas-75-ml/,57736,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,23,2025-08-20T22:24:23.100934,super_optimized_evaluate_all_with_inputs
page_1_879_url_24,879,/sedobnyi-lubrykant-4-v-1-wet-warming-desserts-warm-homemade-so-vkusom-bulochky-30-ml/,57756,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,24,2025-08-20T22:24:23.100935,super_optimized_evaluate_all_with_inputs
page_1_879_url_25,879,/sedobnyi-lubrykantwetdessertsfrostedcupcake-so-vkusom-keksa-89-ml/,57760,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,25,2025-08-20T22:24:23.100936,super_optimized_evaluate_all_with_inputs
page_1_879_url_26,879,/sedobnyi-hel-lubrykant-egzo-aroma-gel-manho-50-ml/,57770,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,26,2025-08-20T22:24:23.100938,super_optimized_evaluate_all_with_inputs
page_1_879_url_27,879,/sedobnyi-lubrykant-so-vkusom-yabloka-wicked-aqua-60ml/,57773,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,27,2025-08-20T22:24:23.100939,super_optimized_evaluate_all_with_inputs
page_1_879_url_28,879,/sedobnyi-lubrykant-wet-bananas-foster-bananovoe-sufle-30ml/,57780,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,28,2025-08-20T22:24:23.100940,super_optimized_evaluate_all_with_inputs
page_1_879_url_29,879,/sedobnyi-lubrykant-so-vkusom-chernychnoho-maffyna-wicked-aqua-60-ml/,57786,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,29,2025-08-20T22:24:23.100942,super_optimized_evaluate_all_with_inputs
page_1_879_url_30,879,/sedobnyi-hel-lubrykant-egzo-aroma-gel-yabloko-s-korytsei-50-ml/,57787,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,30,2025-08-20T22:24:23.100943,super_optimized_evaluate_all_with_inputs
page_1_879_url_31,879,/sedobnyi-hel-lubrykant-egzo-aroma-gel-shokolad-50-ml/,57790,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,31,2025-08-20T22:24:23.100944,super_optimized_evaluate_all_with_inputs
page_1_879_url_32,879,/sedobnyi-lubrykantwetflavoredjuicywatermelonsochnyi-arbuz-89-ml/,57791,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,32,2025-08-20T22:24:23.100946,super_optimized_evaluate_all_with_inputs
page_1_879_url_33,879,/lubrykant-na-sylykolnovoi-osnove-wet-based-lubricant-unflavored-sex-lube-178-ml/,57797,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,33,2025-08-20T22:24:23.100947,super_optimized_evaluate_all_with_inputs
page_1_879_url_34,879,/yistivnyi-lubrykant-4-v-1navodniiosnoviwetfunpassionpunch30ml/,57798,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,34,2025-08-20T22:24:23.100948,super_optimized_evaluate_all_with_inputs
page_1_879_url_35,879,/lubrykant-s-aromatom-vanyly-waterglide-300-ml-vanilla-icecream-sht/,57802,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,35,2025-08-20T22:24:23.100950,super_optimized_evaluate_all_with_inputs
page_1_879_url_36,879,/sedobnoe-maslo-dlia-tela-shiatsu-kokos-y-ananas-75ml/,57810,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,36,2025-08-20T22:24:23.100951,super_optimized_evaluate_all_with_inputs
page_1_879_url_37,879,/sedobnyi-lubrykant-4-v-1-wet-warming-desserts-baked-gooey-chocolate-30-ml/,57811,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,37,2025-08-20T22:24:23.100952,super_optimized_evaluate_all_with_inputs
page_1_879_url_38,879,/sedobnyi-lubrykant-so-vkusom-arbuza-wicked-aqua-watermelon-flavored-120ml/,57813,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,38,2025-08-20T22:24:23.100954,super_optimized_evaluate_all_with_inputs
page_1_879_url_39,879,/wt43075-sedobnyi-lubrykant-4-v-1navodnoiosnovewetfunarbuz30ml/,57817,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,39,2025-08-20T22:24:23.100955,super_optimized_evaluate_all_with_inputs
page_1_879_url_40,879,/sedobnyi-lubrykant-wet-turn-on-yummy-cupcake-flavored-178-ml/,57821,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,40,2025-08-20T22:24:23.100956,super_optimized_evaluate_all_with_inputs
page_1_879_url_41,879,/lubrykant-na-sylykonovoi-osnove-wet-turn-on-unflavored-silicone-lube-118-ml/,57825,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,41,2025-08-20T22:24:23.100958,super_optimized_evaluate_all_with_inputs
page_1_879_url_42,879,/sedobnyi-lubrykant-wet-desserts-salted-caramel-solenaia-karamel-30ml/,57826,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,42,2025-08-20T22:24:23.100959,super_optimized_evaluate_all_with_inputs
page_1_879_url_43,879,/lubrykant-s-aromatom-vyshnia-waterglide-fruity-cherry.-300-ml/,57827,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,43,2025-08-20T22:24:23.100960,super_optimized_evaluate_all_with_inputs
page_1_879_url_44,879,/sprei-dlia-oralnoho-seksu-orgie-wow-polunytsia-z-lodom/item/blesk-dlya-gub-dlya-oralnogo-seksa-s-effektom-vibraczii-sexy-vibe-orgie-21340/,57831,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,44,2025-08-20T22:24:23.100962,super_optimized_evaluate_all_with_inputs
page_1_879_url_45,879,/sedobnyi-lubrykant-na-vodnoi-osnove-hot-superglide-spelaia-vyshnia-75-ml/,57833,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,45,2025-08-20T22:24:23.100963,super_optimized_evaluate_all_with_inputs
page_1_879_url_46,879,/ru/lubrykant-na-sylykonovoi-osnove-wet-turn-on-unflavored-silicone-lube-118-ml/,57835,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,46,2025-08-20T22:24:23.100964,super_optimized_evaluate_all_with_inputs
page_1_879_url_47,879,/sedobnyi-lubrykant-na-vodnoi-osnove-hot-superglide-aromatnyi-kokos-75-ml/,57874,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,47,2025-08-20T22:24:23.100965,super_optimized_evaluate_all_with_inputs
page_1_879_url_48,879,/ru/sedobnyi-lubrykant-4-v-1-wet-warming-desserts-baked-gooey-chocolate-chip-cookie-89-ml/,57875,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,48,2025-08-20T22:24:23.100967,super_optimized_evaluate_all_with_inputs
page_1_879_url_49,879,/ru/sedobnyi-lubrykant-na-vodnoi-osnove-hot-superglide-aromatnyi-kokos-75-ml/,57876,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,49,2025-08-20T22:24:23.100968,super_optimized_evaluate_all_with_inputs
page_1_879_url_50,879,/ru/sedobnyi-lubrykant-so-vkusom-chernychnoho-maffyna-wicked-aqua-60-ml/,57899,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,50,2025-08-20T22:24:23.100970,super_optimized_evaluate_all_with_inputs
page_1_879_url_51,879,/ru/sedobnyi-hel-lubrykant-egzo-aroma-gel-shokolad-50-ml/,57912,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,51,2025-08-20T22:24:23.100971,super_optimized_evaluate_all_with_inputs
page_1_879_url_52,879,/probnyk-blysku-dlia-hub-z-vibratsiieiu-orgie-electric-fellatio/,57914,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,52,2025-08-20T22:24:23.100972,super_optimized_evaluate_all_with_inputs
page_1_879_url_53,879,/ru/sedobnyi-lubrykant-so-vkusom-arbuza-wicked-aqua-watermelon-flavored-120ml/,57917,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,53,2025-08-20T22:24:23.100974,super_optimized_evaluate_all_with_inputs
page_1_879_url_54,879,/ru/sedobnyi-lubrykant-wicked-aqua-watermelon-flavored-30ml/,57928,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,54,2025-08-20T22:24:23.100975,super_optimized_evaluate_all_with_inputs
page_1_879_url_55,879,/ru/yistivnyi-lubrykant-shiatsu-love/767/,57940,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,55,2025-08-20T22:24:23.100976,super_optimized_evaluate_all_with_inputs
page_1_879_url_56,879,/ru/sedobnaia-pudra-kamasutra-honey-dust-tropical-mango-170ml/,57945,True,/oralni,/,Структура сайту,Оральні лубриканти,4,1112,1,78,56,2025-08-20T22:24:23.100977,super_optimized_evaluate_all_with_inputs
page_1_880_url_0,880,/analnyi-lubrykant-boo-waterbased-lubricant-anal-150-ml/,20232,True,/analni-lubrykanty,/,Структура сайту,Анальні лубриканти,4,1113,1,79,0,2025-08-20T22:24:23.100979,super_optimized_evaluate_all_with_inputs
page_1_880_url_1,880,/analnyi-sprei-lubrykant-boo-anal-desensitizer-unisex-50-ml/,20234,True,/analni-lubrykanty,/,Структура сайту,Анальні лубриканти,4,1113,1,79,1,2025-08-20T22:24:23.100981,super_optimized_evaluate_all_with_inputs
page_1_880_url_2,880,/lubrykant-analnyi-boo-silicone-lubricant-anal-50ml/,20238,True,/analni-lubrykanty,/,Структура сайту,Анальні лубриканти,4,1113,1,79,2,2025-08-20T22:24:23.100982,super_optimized_evaluate_all_with_inputs
page_1_880_url_3,880,/analnyi-lubrykant-na-vodnii-osnovi-exxtreme-glide-100-ml/,20239,True,/analni-lubrykanty,/,Структура сайту,Анальні лубриканти,4,1113,1,79,3,2025-08-20T22:24:23.100983,super_optimized_evaluate_all_with_inputs
page_1_880_url_4,880,/analnyi-lubrykant-na-vodnii-osnovi-wicked-jelle-anal-lubricant-240ml/,20246,True,/analni-lubrykanty,/,Структура сайту,Анальні лубриканти,4,1113,1,79,4,2025-08-20T22:24:23.100985,super_optimized_evaluate_all_with_inputs
page_1_880_url_5,880,/lubrykant-analnyi-waterglide-300-ml-anal/,20329,True,/analni-lubrykanty,/,Структура сайту,Анальні лубриканти,4,1113,1,79,5,2025-08-20T22:24:23.100986,super_optimized_evaluate_all_with_inputs
page_1_880_url_6,880,/analnyi-lubrykant-boo-waterbased-lubricant-anal-50-ml/,20339,True,/analni-lubrykanty,/,Структура сайту,Анальні лубриканти,4,1113,1,79,6,2025-08-20T22:24:23.100987,super_optimized_evaluate_all_with_inputs
page_1_880_url_7,880,/analnyilubrykantnavodniiosnovieasyglide500ml/,20364,True,/analni-lubrykanty,/,Структура сайту,Анальні лубриканти,4,1113,1,79,7,2025-08-20T22:24:23.100988,super_optimized_evaluate_all_with_inputs
page_1_880_url_8,880,/sprei-analnyi-rasslabliaiushchyi-shiatsu-anal-relax-spray-50-ml/,20365,True,/analni-lubrykanty,/,Структура сайту,Анальні лубриканти,4,1113,1,79,8,2025-08-20T22:24:23.100990,super_optimized_evaluate_all_with_inputs
page_1_880_url_9,880,/analnyi-sprei-back-side-spray-50-ml/,20396,True,/analni-lubrykanty,/,Структура сайту,Анальні лубриканти,4,1113,1,79,9,2025-08-20T22:24:23.100991,super_optimized_evaluate_all_with_inputs
page_1_880_url_10,880,/analnyi-lubrykant-na-vodnii-osnovi-boo-anal-relax-150m/,20427,True,/analni-lubrykanty,/,Структура сайту,Анальні лубриканти,4,1113,1,79,10,2025-08-20T22:24:23.100992,super_optimized_evaluate_all_with_inputs
page_1_880_url_11,880,/analnyi-lubrykant-na-vodnii-osnovi-exxtreme-glide-30-ml/,20864,True,/analni-lubrykanty,/,Структура сайту,Анальні лубриканти,4,1113,1,79,11,2025-08-20T22:24:23.100994,super_optimized_evaluate_all_with_inputs
page_1_880_url_12,880,/\/analnyi-lubrykant-na-vodnii-osnovi-exxtreme-glide-30-ml/,20866,True,/analni-lubrykanty,/,Структура сайту,Анальні лубриканти,4,1113,1,79,12,2025-08-20T22:24:23.100995,super_optimized_evaluate_all_with_inputs
page_1_880_url_13,880,/rasslabliaiushchyi-analnyi-krem-ero-backside-anal-relax-cream-50-ml/,20895,True,/analni-lubrykanty,/,Структура сайту,Анальні лубриканти,4,1113,1,79,13,2025-08-20T22:24:23.100996,super_optimized_evaluate_all_with_inputs
page_1_880_url_14,880,/analnyi-lubrykant-z-efektom-okholodzhennia-wicked-jelle-chill-anal-lubricant-120ml/,20927,True,/analni-lubrykanty,/,Структура сайту,Анальні лубриканти,4,1113,1,79,14,2025-08-20T22:24:23.100998,super_optimized_evaluate_all_with_inputs
page_1_880_url_15,880,/analnyi-lubrykant-na-vodnii-osnovi-hot-bio-lubricant-superglide-anal-100-ml/,20997,True,/analni-lubrykanty,/,Структура сайту,Анальні лубриканти,4,1113,1,79,15,2025-08-20T22:24:23.100999,super_optimized_evaluate_all_with_inputs
page_1_880_url_16,880,/suzhaiushchyi-analnyi-krem-ero-backside-anal-tightening-cream-50-ml/,21076,True,/analni-lubrykanty,/,Структура сайту,Анальні лубриканти,4,1113,1,79,16,2025-08-20T22:24:23.101000,super_optimized_evaluate_all_with_inputs
page_1_880_url_17,880,/analni-lubrykanty,24818,True,/analni-lubrykanty,/,Структура сайту,Анальні лубриканти,4,1113,1,79,17,2025-08-20T22:24:23.101002,super_optimized_evaluate_all_with_inputs
page_1_880_url_18,880,/analnyi-lubrykant-na-vodnii-osnovi-oyo-personal-gel-aloe-50-ml/,57734,True,/analni-lubrykanty,/,Структура сайту,Анальні лубриканти,4,1113,1,79,18,2025-08-20T22:24:23.101003,super_optimized_evaluate_all_with_inputs
page_1_880_url_19,880,/analnyi-sylikonovyi-lubrykant-egzo-silicone-hey-50-ml/,57737,True,/analni-lubrykanty,/,Структура сайту,Анальні лубриканти,4,1113,1,79,19,2025-08-20T22:24:23.101004,super_optimized_evaluate_all_with_inputs
page_1_880_url_20,880,/lubrykant-analnyi-na-vodnii-osnovi-shiatsu-love-glide/,57751,True,/analni-lubrykanty,/,Структура сайту,Анальні лубриканти,4,1113,1,79,20,2025-08-20T22:24:23.101006,super_optimized_evaluate_all_with_inputs
page_1_880_url_21,880,/ukhazhyvaiushchyi-analnyi-krem-hot-ero-anal-backside-creme-50-ml/,57758,True,/analni-lubrykanty,/,Структура сайту,Анальні лубриканти,4,1113,1,79,21,2025-08-20T22:24:23.101007,super_optimized_evaluate_all_with_inputs
page_1_880_url_22,880,/analnyi-hel-lubrykant-egzo-hey-z-aromatom-banana-100-ml/,57795,True,/analni-lubrykanty,/,Структура сайту,Анальні лубриканти,4,1113,1,79,22,2025-08-20T22:24:23.101008,super_optimized_evaluate_all_with_inputs
page_1_880_url_23,880,/analnyi-lubrykant-easyglide-na-vodnii-osnovi-150-ml./,57814,True,/analni-lubrykanty,/,Структура сайту,Анальні лубриканти,4,1113,1,79,23,2025-08-20T22:24:23.101010,super_optimized_evaluate_all_with_inputs
page_1_880_url_24,880,/lubrykant-analnyi-easyglide-anal-lubricant-150-ml/,57818,True,/analni-lubrykanty,/,Структура сайту,Анальні лубриканти,4,1113,1,79,24,2025-08-20T22:24:23.101011,super_optimized_evaluate_all_with_inputs
page_1_880_url_25,880,/analnyi-hel-lubrykant-egzo-hey-z-aromatom-banana-50-ml/,57829,True,/analni-lubrykanty,/,Структура сайту,Анальні лубриканти,4,1113,1,79,25,2025-08-20T22:24:23.101013,super_optimized_evaluate_all_with_inputs
page_1_880_url_26,880,/ru/hel-dlia-analnoi-stymuliatsii-slow-sex-by-bijoux-indiscrets-anal-play/,57868,True,/analni-lubrykanty,/,Структура сайту,Анальні лубриканти,4,1113,1,79,26,2025-08-20T22:24:23.101014,super_optimized_evaluate_all_with_inputs
page_1_880_url_27,880,/analnyi-lubrykant-na-vodnii-osnovi-anal-superglide-100-ml/,57872,True,/analni-lubrykanty,/,Структура сайту,Анальні лубриканти,4,1113,1,79,27,2025-08-20T22:24:23.101015,super_optimized_evaluate_all_with_inputs
page_1_880_url_28,880,/ru/analnyi-hel-lubrykant-egzo-hey-z-aromatom-banana-100-ml/,57901,True,/analni-lubrykanty,/,Структура сайту,Анальні лубриканти,4,1113,1,79,28,2025-08-20T22:24:23.101017,super_optimized_evaluate_all_with_inputs
page_1_880_url_29,880,/ru/lubrykant-justglideanal200ml/,57938,True,/analni-lubrykanty,/,Структура сайту,Анальні лубриканти,4,1113,1,79,29,2025-08-20T22:24:23.101018,super_optimized_evaluate_all_with_inputs
page_1_880_url_30,880,/ru/analnyi-lubrykant-na-vodnii-osnove-oyo-personal-gel-pantenol-50-ml/,57946,True,/analni-lubrykanty,/,Структура сайту,Анальні лубриканти,4,1113,1,79,30,2025-08-20T22:24:23.101019,super_optimized_evaluate_all_with_inputs
page_1_880_url_31,880,/ru/analnyi-lubrykant-na-vodnii-osnovi-oyo-personal-gel-pantenol-50-ml/,57957,True,/analni-lubrykanty,/,Структура сайту,Анальні лубриканти,4,1113,1,79,31,2025-08-20T22:24:23.101021,super_optimized_evaluate_all_with_inputs
page_1_881_url_0,881,/tenga,24819,True,/tenga,/,Бренди,Tenga,349,106,1,80,0,2025-08-20T22:24:23.101022,super_optimized_evaluate_all_with_inputs
page_1_882_url_0,882,/dream-toys,24820,True,/dream-toys,/,Бренди,Dream Toys,349,107,1,81,0,2025-08-20T22:24:23.101026,super_optimized_evaluate_all_with_inputs
page_1_883_url_0,883,/lovense,24821,True,/lovense,/,Бренди,Lovense,349,108,1,82,0,2025-08-20T22:24:23.101028,super_optimized_evaluate_all_with_inputs
page_1_884_url_0,884,/exs,24822,True,/exs,/,Структура сайту,Презервативи EXS,4,1114,1,83,0,2025-08-20T22:24:23.101029,super_optimized_evaluate_all_with_inputs
page_1_885_url_0,885,/pasante,24823,True,/pasante,/,Структура сайту,Презервативи Pasante,4,1115,1,84,0,2025-08-20T22:24:23.101031,super_optimized_evaluate_all_with_inputs
page_1_886_url_0,886,/oralni-prezervatyvy,24824,True,/oralni-prezervatyvy,/,Структура сайту,Оральні презервативи,4,1116,1,85,0,2025-08-20T22:24:23.101032,super_optimized_evaluate_all_with_inputs
page_1_887_url_0,887,/bijoux-indiscrets-sex-au-naturel-personal-massager,24825,True,/bijoux-indiscrets-sex-au-naturel-personal-massager,/,КАТАЛОГ,Кліторальний стимулятор Bijoux Indiscrets Sex au Naturel — Personal Massager,17,513,1,86,0,2025-08-20T22:24:23.101034,super_optimized_evaluate_all_with_inputs
page_1_889_url_0,889,/prezervatyvy-z-velykoiu-kilkistiu-zmazky-one-super-sensitive,24826,True,/prezervatyvy-z-velykoiu-kilkistiu-zmazky-one-super-sensitive,/,КАТАЛОГ,Презервативи з великою кількістю змазки ONE Super Sensitive,17,515,1,87,0,2025-08-20T22:24:23.101036,super_optimized_evaluate_all_with_inputs
page_1_891_url_0,891,/kolorovi-prezervatyvy-one-color-sensations,24827,True,/kolorovi-prezervatyvy-one-color-sensations,/,КАТАЛОГ,Кольорові презервативи ONE Color Sensations,17,517,1,88,0,2025-08-20T22:24:23.101037,super_optimized_evaluate_all_with_inputs
page_1_894_url_0,894,/prezervatyvy-velykoho-rozmiru-one-legend,24828,True,/prezervatyvy-velykoho-rozmiru-one-legend,/,КАТАЛОГ,Презервативи великого розміру ONE Legend,17,520,1,89,0,2025-08-20T22:24:23.101039,super_optimized_evaluate_all_with_inputs
page_1_902_url_0,902,/bezlateksni-prezervatyvy-z-velykoiu-kilkistiu-zmazky-skyn-extra-lube,24829,True,/bezlateksni-prezervatyvy-z-velykoiu-kilkistiu-zmazky-skyn-extra-lube,/,КАТАЛОГ,Безлатексні презервативи з великою кількістю змазки SKYN Extra Lube,17,528,1,90,0,2025-08-20T22:24:23.101040,super_optimized_evaluate_all_with_inputs
page_1_904_url_0,904,/bezlateksni-prezervatyvy-velykoho-rozmiru-skyn-large,24830,True,/bezlateksni-prezervatyvy-velykoho-rozmiru-skyn-large,/,КАТАЛОГ,Безлатексні презервативи великого розміру SKYN Large,17,530,1,91,0,2025-08-20T22:24:23.101042,super_optimized_evaluate_all_with_inputs
page_1_907_url_0,907,/ultratonki-prezervatyvy-pasante-sensitive-feel,24831,True,/ultratonki-prezervatyvy-pasante-sensitive-feel,/,КАТАЛОГ,Ультратонкі презервативи Pasante Sensitive Feel,17,533,1,92,0,2025-08-20T22:24:23.101044,super_optimized_evaluate_all_with_inputs
page_1_913_url_0,913,/prezervatyvy-dlia-zakokhanykh-exs-love-heart,24832,True,/prezervatyvy-dlia-zakokhanykh-exs-love-heart,/,КАТАЛОГ,Презервативи для закоханих EXS Love Heart,17,539,1,93,0,2025-08-20T22:24:23.101046,super_optimized_evaluate_all_with_inputs
page_1_932_url_0,932,/upakovka-3sht-one-super-sensitive,24833,True,/upakovka-3sht-one-super-sensitive,/,КАТАЛОГ,Упаковка 3шт ONE Super Sensitive,17,558,1,94,0,2025-08-20T22:24:23.101047,super_optimized_evaluate_all_with_inputs
page_1_934_url_0,934,/upakovka-3sht-one-tattoo-touch,24834,True,/upakovka-3sht-one-tattoo-touch,/,КАТАЛОГ,Упаковка 3шт One Tattoo Touch,17,560,1,95,0,2025-08-20T22:24:23.101049,super_optimized_evaluate_all_with_inputs
page_1_936_url_0,936,/upakovka-3sht-one-mixed-pleasures,24835,True,/upakovka-3sht-one-mixed-pleasures,/,КАТАЛОГ,Упаковка 3шт ONE Mixed Pleasures,17,562,1,96,0,2025-08-20T22:24:23.101051,super_optimized_evaluate_all_with_inputs
page_1_937_url_0,937,/upakovka-12sht-one-super-sensitive,24836,True,/upakovka-12sht-one-super-sensitive,/,КАТАЛОГ,Упаковка 12шт ONE Super Sensitive,17,563,1,97,0,2025-08-20T22:24:23.101052,super_optimized_evaluate_all_with_inputs
page_1_938_url_0,938,/upakovka-12sht-one-super-studs,24837,True,/upakovka-12sht-one-super-studs,/,КАТАЛОГ,Упаковка 12шт ONE Super Studs,17,564,1,98,0,2025-08-20T22:24:23.101054,super_optimized_evaluate_all_with_inputs
page_1_939_url_0,939,/upakovka-12sht-one-flavor-waves,24838,True,/upakovka-12sht-one-flavor-waves,/,КАТАЛОГ,Упаковка 12шт ONE Flavor Waves,17,565,1,99,0,2025-08-20T22:24:23.101055,super_optimized_evaluate_all_with_inputs
page_1_940_url_0,940,/upakovka-12sht-one-pleasure-plus,24839,True,/upakovka-12sht-one-pleasure-plus,/,КАТАЛОГ,Упаковка 12шт ONE Pleasure Plus,17,566,1,100,0,2025-08-20T22:24:23.101057,super_optimized_evaluate_all_with_inputs
page_1_942_url_0,942,/upakovka-10sht-one-ultrafeel,24840,True,/upakovka-10sht-one-ultrafeel,/,КАТАЛОГ,Упаковка 10шт ONE UltraFeel,17,568,1,101,0,2025-08-20T22:24:23.101058,super_optimized_evaluate_all_with_inputs
